"Infront of Complainants of Bachanagudda, Infront of Complainants of Bachanagudda",10,2018
"Near Banashankari Padagatte of Bana, Near Banashankari Padagatte of Bana",2,2019
"In Banashankari temple Badami, In Banashankari temple Badami",2,2019
"CHIMMANAKATTI VILLAGE, CHIMMANAKATTI VILLAGE",8,2019
"JALIHAL CROSS, JALIHAL CROSS",8,2019
"KABBALAGERI VILAGE, KABBALAGERI VILAGE",8,2019
"CHALUKY NAGAR 3 CROSS BADAMI, CHALUKY NAGAR 3 CROSS BADAMI",10,2019
"IN FRONT OF COMPLAINAN HOUSE PATTADAKAL VILLAGE, IN FRONT OF COMPLAINAN HOUSE PATTADAKAL VILLAGE",4,2020
"In Gonal Village, In Gonal Village",5,2020
"HAGANUR, HAGANUR",6,2020
"IN DANAKASHIRUR VILLAGE, IN DANAKASHIRUR VILLAGE",1,2021
"Near Hosagoudra Lodge Badami, Near Hosagoudra Lodge Badami",1,2021
"IN FILD OF COMPLAINANT BACHINAGUDDA VILLAGE, IN FILD OF COMPLAINANT BACHINAGUDDA VILLAGE",6,2021
"IN KULAGERI VILLAGE, IN KULAGERI VILLAGE",7,2021
"NANDIKESWAR VILLLAGE IN FRONT OF ACCUSED HOUSE, NANDIKESWAR VILLLAGE IN FRONT OF ACCUSED HOUSE",10,2021
"IN COMPLAINANT  LAND  NEAR BACHANAGUDDA VILLAGE, IN COMPLAINANT  LAND  NEAR BACHANAGUDDA VILLAGE",10,2021
"DHANAKASHIRUR VILLAGE R.S. NO 103/1 FIELD, DHANAKASHIRUR VILLAGE R.S. NO 103/1 FIELD",10,2021
"KHYAD VILLAGE IN COMPLAINT LAND, KHYAD VILLAGE IN COMPLAINT LAND",10,2021
"INFRONT OF COMPLAINT HOUSE, INFRONT OF COMPLAINT HOUSE",11,2021
"BACHINAGUDDA VILLAGE IN COMPLANIT RS NO 56/2A/2, BACHINAGUDDA VILLAGE IN COMPLANIT RS NO 56/2A/2",1,2022
"BACHINAGUDDA VILLAGE IN COMPLANIT RS NO 57/10, BACHINAGUDDA VILLAGE IN COMPLANIT RS NO 57/10",1,2022
"IN FRONT OF GRAMAPANCHAYATH ADAGAL, IN FRONT OF GRAMAPANCHAYATH ADAGAL",3,2022
"IN COMPLAINANT HOUSE, IN COMPLAINANT HOUSE",3,2022
"IN COMPLAINANT HOUSE, IN COMPLAINANT HOUSE",3,2022
"IN COMPLAINANT LAND NEAR DHANUSH PETROLE PUMP, IN COMPLAINANT LAND NEAR DHANUSH PETROLE PUMP",5,2022
"ADAGAL VILLAGE GANDHI KATTE NEAR AND BADAMI RAILWA, ADAGAL VILLAGE GANDHI KATTE NEAR AND BADAMI RAILWA",1,2023
"ADAGAL VILLEAGE NEAR GANDHI CIRCLE, ADAGAL VILLEAGE NEAR GANDHI CIRCLE",1,2023
"R/O ALUR SK IN FRONT OF COMPLAINT HOUSE AND FIELD, R/O ALUR SK IN FRONT OF COMPLAINT HOUSE AND FIELD",3,2023
"IN FRONT OF COMLPIANT HOUSE BELUR VILLAGE, IN FRONT OF COMLPIANT HOUSE BELUR VILLAGE",3,2023
"KULAGERI CROSS NEAR POLICE OUT POST & HAGANUR, KULAGERI CROSS NEAR POLICE OUT POST & HAGANUR",4,2023
"NEAR KULAGERI POLICE OUT POST AND NEAR HAGANUR, NEAR KULAGERI POLICE OUT POST AND NEAR HAGANUR",4,2023
"IN KHAJI FIELD NEAR BADAMI TOWN, IN KHAJI FIELD NEAR BADAMI TOWN",7,2023
"IN FROUNT OF COMPLAINT HOUSE HAGANUR VILLAGE, IN FROUNT OF COMPLAINT HOUSE HAGANUR VILLAGE",12,2023
"Gaddanakeri villege opp Panchalingeshwar, Gaddanakeri villege opp Panchalingeshwar",1,2016
"Neelanagar Tanda Near Complaint House, Neelanagar Tanda Near Complaint House",1,2016
"Kadlimatti Village Near Ranganna Gani & Accused, Kadlimatti Village Near Ranganna Gani & Accused",2,2016
"Muchakandi villege opp complanant house, Muchakandi villege opp complanant house",2,2016
"Nakkaragundi villege complainant farm & near, Nakkaragundi villege complainant farm & near",2,2016
"Rampur Village Infront of Complanit House, Rampur Village Infront of Complanit House",3,2016
"Mastihal RC Near Ranga Mandira, Mastihal RC Near Ranga Mandira",3,2016
"Hallur villege near complainants house, Hallur villege near complainants house",4,2016
"Bennur Village, Bennur Village",4,2016
"Gulabal LT, Gulabal LT",5,2016
"Shigikeri village near in vagdevi college, Shigikeri village near in vagdevi college",8,2016
"Mugalloli Vilalge, Mugalloli Vilalge",9,2016
"Jadramakunti Village Near bus stop, Jadramakunti Village Near bus stop",10,2016
"KADLIMATTI  VILLEGE, KADLIMATTI  VILLEGE",1,2017
"Kadlimatti Village, Kadlimatti Village",1,2017
"Jadramakunti Village in Yamanappa Bingi land, Jadramakunti Village in Yamanappa Bingi land",2,2017
"Sector 5, Salt Lake, Sector 5, Salt Lake",3,2025
"Boring Road, Patna, Boring Road, Patna",4,2024
"Charbagh, Lucknow, Charbagh, Lucknow",5,2023
"Paldi, Ahmedabad, Paldi, Ahmedabad",2,2022
"South City, Kolkata, South City, Kolkata",4,2021
"Mehdipatnam, Hyderabad, Mehdipatnam, Hyderabad",3,2020
"Sector 17, Chandigarh, Sector 17, Chandigarh",1,2019
"Chandni Chowk, Delhi, Chandni Chowk, Delhi",5,2018
"Choolaimedu, Chennai, Choolaimedu, Chennai",2,2025
"Chinchwad, Pune, Chinchwad, Pune",6,2023
"New Market, Bhopal, New Market, Bhopal",7,2022
"Hiranandani, Thane, Hiranandani, Thane",4,2024
"Sector 29, Gurugram, Sector 29, Gurugram",5,2025
"Church Street, Bengaluru, Church Street, Bengaluru",3,2023
"Rajaji Nagar, Bengaluru, Rajaji Nagar, Bengaluru",1,2024
"Borivali West, Mumbai, Borivali West, Mumbai",4,2025
"Chikkadpally, Hyderabad, Chikkadpally, Hyderabad",6,2021
"Peelamedu, Coimbatore, Peelamedu, Coimbatore",3,2023
"Koti, Hyderabad, Koti, Hyderabad",5,2022
"Perambur, Chennai, Perambur, Chennai",2,2024
"Bashir Bagh, Hyderabad, Bashir Bagh, Hyderabad",4,2020
"Viman Nagar, Pune, Viman Nagar, Pune",2,2025
"Triplicane, Chennai, Triplicane, Chennai",1,2021
"Rajarhat, Kolkata, Rajarhat, Kolkata",5,2022
"Kankanady, Mangalore, Kankanady, Mangalore",3,2025
"Saket, Delhi, Saket, Delhi",4,2024
"Mulund East, Mumbai, Mulund East, Mumbai",6,2023
"Shivaji Chowk, Nashik, Shivaji Chowk, Nashik",3,2025
"Sector 9, Chandigarh, Sector 9, Chandigarh",2,2023
"Chirala Road, Guntur, Chirala Road, Guntur",5,2025
"Aliganj, Lucknow, Aliganj, Lucknow",3,2024
"Anna Nagar, Madurai, Anna Nagar, Madurai",1,2022
"Bistupur, Jamshedpur, Bistupur, Jamshedpur",4,2023
"Pandeshwar, Mangalore, Pandeshwar, Mangalore",2,2020
"Satya Nagar, Bhubaneswar, Satya Nagar, Bhubaneswar",4,2025
"Sector 14, Gurugram, Sector 14, Gurugram",1,2024
"Bairagarh, Bhopal, Bairagarh, Bhopal",6,2025
"Alwarpet, Chennai, Alwarpet, Chennai",3,2023
"Tilak Road, Pune, Tilak Road, Pune",2,2021
"R.S. Puram, Coimbatore, R.S. Puram, Coimbatore",4,2025
"Kharghar, Navi Mumbai, Kharghar, Navi Mumbai",1,2022
"Jagat Farm, Greater Noida, Jagat Farm, Greater Noida",5,2023
"Anand Bazar, Indore, Anand Bazar, Indore",3,2024
"Kamla Nagar, Agra, Kamla Nagar, Agra",6,2023
"Chowringhee, Kolkata, Chowringhee, Kolkata",4,2023
"Jubilee Hills, Hyderabad, Jubilee Hills, Hyderabad",2,2022
"Sector 22, Panchkula, Sector 22, Panchkula",5,2025
"Vastrapur, Ahmedabad, Vastrapur, Ahmedabad",4,2024
"Tilak Nagar, Jaipur, Tilak Nagar, Jaipur",3,2021
"Karol Bagh, Delhi, Karol Bagh, Delhi",5,2024
"Ulsoor, Bengaluru, Ulsoor, Bengaluru",1,2023
"Rajendra Nagar, Ghaziabad, Rajendra Nagar, Ghaziabad",4,2023
"Sector 15, Chandigarh, Sector 15, Chandigarh",3,2024
"Clock Tower, Dehradun, Clock Tower, Dehradun",2,2022
"Chowk Bazaar, Bareilly, Chowk Bazaar, Bareilly",5,2025
"Alambagh, Lucknow, Alambagh, Lucknow",3,2024
"Lalbagh, Lucknow, Lalbagh, Lucknow",2,2023
"Surajkund, Faridabad, Surajkund, Faridabad",4,2024
"Gandhi Nagar, Jammu, Gandhi Nagar, Jammu",5,2023
"Rajouri Garden, Delhi, Rajouri Garden, Delhi",4,2025
"Ballabhgarh, Faridabad, Ballabhgarh, Faridabad",3,2022
"Krishna Nagar, Delhi, Krishna Nagar, Delhi",2,2023
"Patel Nagar, Ghaziabad, Patel Nagar, Ghaziabad",1,2024
"Subhash Chowk, Rohtak, Subhash Chowk, Rohtak",3,2025
"Basti Adda, Jalandhar, Basti Adda, Jalandhar",5,2023
"Raiwala, Haridwar, Raiwala, Haridwar",2,2022
"Shastri Nagar, Meerut, Shastri Nagar, Meerut",4,2025
"Rajpur Road, Dehradun, Rajpur Road, Dehradun",3,2023
"Dariba Kalan, Delhi, Dariba Kalan, Delhi",5,2024
"Guru Gobind Singh Marg, Amritsar, Guru Gobind Singh Marg, Amritsar",2,2023
"Model Town, Ludhiana, Model Town, Ludhiana",4,2022
"Sector 12, Panchkula, Sector 12, Panchkula",3,2024
"Kavi Nagar, Ghaziabad, Kavi Nagar, Ghaziabad",1,2023
"Civil Lines, Bareilly, Civil Lines, Bareilly",5,2025
"Kamla Nagar, Agra, Kamla Nagar, Agra",2,2024
"GMS Road, Dehradun, GMS Road, Dehradun",4,2025
"Rohini Sector 7, Delhi, Rohini Sector 7, Delhi",3,2023
"Golghar, Gorakhpur, Golghar, Gorakhpur",2,2022
"Railway Road, Saharanpur, Railway Road, Saharanpur",3,2023
"Rai Market, Ambala, Rai Market, Ambala",5,2024
"Sector 7, Karnal, Sector 7, Karnal",4,2023
"Chandni Chowk, Delhi, Chandni Chowk, Delhi",4,2025
"Preet Vihar, Delhi, Preet Vihar, Delhi",3,2022
"Brahampuri, Meerut, Brahampuri, Meerut",2,2023
"Vikas Nagar, Lucknow, Vikas Nagar, Lucknow",3,2024
"Bhimtal Road, Haldwani, Bhimtal Road, Haldwani",5,2023
"Bara Hindu Rao, Delhi, Bara Hindu Rao, Delhi",2,2023
"Indira Nagar, Lucknow, Indira Nagar, Lucknow",4,2024
"Rani Bagh, Delhi, Rani Bagh, Delhi",3,2022
"Jwalapur, Haridwar, Jwalapur, Haridwar",2,2025
"Transport Nagar, Kanpur, Transport Nagar, Kanpur",4,2023
"Rampur Garden, Bareilly, Rampur Garden, Bareilly",5,2023
"Sector 9, Noida, Sector 9, Noida",2,2023
"Tilak Nagar, Amritsar, Tilak Nagar, Amritsar",3,2024
"Sector 19, Chandigarh, Sector 19, Chandigarh",1,2025
"Nirala Nagar, Lucknow, Nirala Nagar, Lucknow",2,2023
"Ajabpur Kalan, Dehradun, Ajabpur Kalan, Dehradun",4,2022
"Shyam Nagar, Kanpur, Shyam Nagar, Kanpur",4,2023
